Disc:SH_NoAAsExecError -> Float32[0.020458391, 0.020458316, 0.020458193, 0.020458432, 0.020458318, 0.020458339, 0.020458357, 0.02045838, 0.020458335, 0.020458238, 0.020458354, 0.020458372, 0.020458477, 0.020458493, 0.0204586, 0.020458933, 0.020459361, 0.020459976, 0.020461274, 0.020463614, 0.020467667, 0.020474847, 0.020487657, 0.020510232, 0.020550538, 0.020621886, 0.020748405, 0.020972596, 0.021369971, 0.022074979, 0.023323962, 0.025539001, 0.029464023, 0.036418773, 0.04873709, 0.07053933, 0.10909546, 0.17720224, 0.29732978, 0.5]
Disc:SH_NoAAsAssignError -> Float32[0.030375028, 0.030374903, 0.03037502, 0.03037494, 0.030375062, 0.030374715, 0.030375024, 0.030374981, 0.030375099, 0.030374868, 0.030375075, 0.03037496, 0.030375153, 0.030375253, 0.030375551, 0.030375797, 0.030376192, 0.030377308, 0.030378954, 0.030382039, 0.03038726, 0.030396514, 0.030413305, 0.030443316, 0.030495916, 0.030589648, 0.03075572, 0.031051407, 0.031579733, 0.032526735, 0.034235887, 0.037348494, 0.043035664, 0.053071897, 0.06773009, 0.07503663, 0.05063918, 0.03322827, 0.031354167, 0.030771844]
Disc:SH_NoAAsAssessError -> Float32[0.02779768, 0.027797705, 0.027797645, 0.02779758, 0.02779771, 0.027797662, 0.02779758, 0.02779768, 0.02779766, 0.027797636, 0.027797706, 0.027797671, 0.027797766, 0.02779772, 0.027797775, 0.02779773, 0.027797863, 0.027798211, 0.027798753, 0.027799483, 0.027800826, 0.027803317, 0.02780764, 0.027815275, 0.027828984, 0.0278533, 0.027895775, 0.027970772, 0.028101007, 0.028324403, 0.028698567, 0.029300455, 0.030195775, 0.031326458, 0.03229184, 0.032416366, 0.031789046, 0.031236222, 0.030907698, 0.030716358]
Disc:SH_AAsExecError -> Float32[0.03577047, 0.03577042, 0.035770375, 0.035770483, 0.035770413, 0.03577045, 0.035770483, 0.035770487, 0.03577045, 0.035770435, 0.035770513, 0.03577043, 0.035770543, 0.035770677, 0.03577081, 0.035770938, 0.035771348, 0.035772137, 0.035773393, 0.03577572, 0.035779625, 0.03578681, 0.03579959, 0.03582205, 0.035862286, 0.035933197, 0.036059156, 0.036282327, 0.03667789, 0.0373788, 0.038620602, 0.04081952, 0.044708185, 0.051573493, 0.063662894, 0.08489749, 0.12213294, 0.18744747, 0.30221587, 0.5]
Disc:SH_AAsAssignError -> Float32[0.045609318, 0.04560927, 0.045609236, 0.045609336, 0.045609504, 0.045609295, 0.045609336, 0.04560934, 0.045609377, 0.045609556, 0.04560956, 0.045609873, 0.045610346, 0.045610953, 0.04561221, 0.045614608, 0.045618612, 0.045625977, 0.04563878, 0.04566137, 0.045701485, 0.04577296, 0.045899294, 0.04612315, 0.046520308, 0.047223557, 0.048468523, 0.050669897, 0.054552574, 0.061370477, 0.0732332, 0.09348319, 0.12667893, 0.17685343, 0.24256451, 0.31250647, 0.3698594, 0.39034277, 0.19064045, 0.1300963]
Disc:SH_AAsAssessError -> Float32[0.034464773, 0.03446494, 0.034464672, 0.034464702, 0.034464795, 0.034464587, 0.03446462, 0.03446465, 0.03446479, 0.034464844, 0.03446474, 0.034464765, 0.034464795, 0.034465086, 0.034465004, 0.034465257, 0.03446577, 0.03446685, 0.034468368, 0.034471184, 0.03447635, 0.03448521, 0.034501318, 0.0345292, 0.034579534, 0.034667257, 0.034822505, 0.03509573, 0.035573274, 0.03640368, 0.03784039, 0.04032213, 0.044621717, 0.05209664, 0.065008916, 0.0865583, 0.118366875, 0.14415506, 0.13431089, 0.12926152]
Disc:SH_FRAAsExecError -> Float32[0.035770476, 0.03577052, 0.03577051, 0.03577046, 0.03577041, 0.035770472, 0.035770435, 0.035770465, 0.035770383, 0.03577046, 0.035770457, 0.035770323, 0.035770517, 0.035770576, 0.035770714, 0.035771046, 0.035771433, 0.0357721, 0.03577343, 0.03577549, 0.03577972, 0.03578694, 0.035799667, 0.03582215, 0.03586229, 0.03593324, 0.036058947, 0.036282312, 0.036677852, 0.037378855, 0.038620535, 0.04081939, 0.04470824, 0.05157356, 0.06366289, 0.0848975, 0.12213293, 0.18744747, 0.3022159, 0.49999997]
Disc:SH_FRAAsAssignError -> Float32[0.045609318, 0.04560941, 0.04560933, 0.045609407, 0.04560962, 0.04560935, 0.045609083, 0.045609456, 0.04560937, 0.045609508, 0.045609675, 0.045610104, 0.04561023, 0.04561094, 0.045612246, 0.045614567, 0.04561863, 0.0456259, 0.0456386, 0.045661524, 0.04570163, 0.04577307, 0.045899328, 0.046123307, 0.046520308, 0.047223542, 0.04846861, 0.050670043, 0.054552592, 0.06137045, 0.07323335, 0.09348301, 0.12667876, 0.17685354, 0.2425643, 0.31250685, 0.36985764, 0.39034197, 0.19064042, 0.13009684]
Disc:SH_FRAAsAssessError -> Float32[0.03446474, 0.034464784, 0.034464654, 0.03446473, 0.034464855, 0.034464814, 0.034464564, 0.034464814, 0.03446474, 0.034464896, 0.03446476, 0.03446471, 0.03446486, 0.034465026, 0.034465093, 0.0344656, 0.03446599, 0.034466807, 0.034468234, 0.034471255, 0.034476344, 0.0344852, 0.034501154, 0.034529336, 0.0345792, 0.034667253, 0.034822714, 0.03509557, 0.035572983, 0.036403738, 0.03784047, 0.040322162, 0.044621766, 0.05209677, 0.065008834, 0.086558014, 0.11836688, 0.1441551, 0.13431083, 0.12926151]
Disc:SJ_NoAAsExecError -> Float32[0.016376948, 0.012372866, 0.020893564, 0.02150008, 0.019424587, 0.017914448, 0.017177451, 0.01764468, 0.019308945, 0.015772289, 0.015968123, 0.021290159, 0.0158155, 0.015481699, 0.021125382, 0.016510447, 0.017773107, 0.017833436, 0.02159268, 0.014307147, 0.0151275005, 0.015647162, 0.015914747, 0.015701124, 0.018208206, 0.011015515, 0.019360187, 0.019001145, 0.014387703, 0.013700726, 0.02135409, 0.015913852, 0.017380869, 0.045891106, 0.047093242, 0.07123917, 0.11113122, 0.1801511, 0.302834, 0.5]
Disc:SJ_NoAAsAssignError -> Float32[0.028094964, 0.03208175, 0.025235366, 0.022318821, 0.028593283, 0.023371825, 0.02691249, 0.030575672, 0.029437419, 0.029725084, 0.020876247, 0.024109913, 0.027859759, 0.030312017, 0.030010788, 0.011716606, 0.027742762, 0.030863153, 0.027327025, 0.027796209, 0.024211267, 0.02945447, 0.03142287, 0.021908093, 0.016176308, 0.03253456, 0.022006335, 0.030068805, 0.031150797, 0.0256392, 0.032601163, 0.0161851, 0.03236779, 0.0075667244, 0.061469547, 0.027238967, 0.0314925, 0.03127709, 0.0310759, 0.030771911]
Disc:SJ_NoAAsAssessError -> Float32[0.028746339, 0.030215984, 0.031020388, 0.03248104, 0.03224686, 0.03413197, 0.036041114, 0.034974225, 0.033442717, 0.03272208, 0.03460363, 0.034209672, 0.031834353, 0.027287735, 0.03123752, 0.033563383, 0.03483506, 0.031289004, 0.034599263, 0.032920696, 0.034394454, 0.030870365, 0.03486768, 0.032598812, 0.032490674, 0.034500238, 0.031373043, 0.030280773, 0.031222908, 0.029778523, 0.031533618, 0.026696378, 0.025722373, 0.03939758, 0.031225398, 0.031147989, 0.031194823, 0.03099254, 0.03080104, 0.03071751]
Disc:SJ_AAsExecError -> Float32[0.9392989, 0.93930346, 0.9393031, 0.9392981, 0.93930554, 0.9393009, 0.93929976, 0.93929964, 0.9393015, 0.93930095, 0.9392993, 0.9393016, 0.9393005, 0.93930024, 0.93929994, 0.93930036, 0.93930316, 0.9392979, 0.93929577, 0.9392872, 0.93929106, 0.93927187, 0.9392478, 0.93920296, 0.9391321, 0.9389965, 0.93875015, 0.93833834, 0.9375963, 0.9362804, 0.93395174, 0.9298304, 0.9225627, 0.9097748, 0.887427, 0.8488247, 0.7830512, 0.65926063, 0.48832268, 0.5]
Disc:SJ_AAsAssignError -> Float32[0.920881, 0.9208792, 0.92087895, 0.9208735, 0.92086893, 0.9208782, 0.9208807, 0.9208752, 0.9208758, 0.9208781, 0.920879, 0.92088205, 0.9208811, 0.9208788, 0.9208815, 0.92087954, 0.92087173, 0.920872, 0.9208701, 0.920873, 0.9208738, 0.92086476, 0.920854, 0.9208302, 0.9207949, 0.9207251, 0.9206065, 0.92039657, 0.9200322, 0.9193673, 0.9181974, 0.91611606, 0.91242284, 0.90583736, 0.89404476, 0.8727361, 0.83283764, 0.6129999, 0.15746666, 0.13009681]
Disc:SJ_AAsAssessError -> Float32[0.9486597, 0.9486608, 0.9486594, 0.948661, 0.9486609, 0.94865966, 0.94865984, 0.9486597, 0.9486622, 0.9486601, 0.9486626, 0.9486599, 0.948659, 0.9486538, 0.9486614, 0.94865835, 0.948656, 0.94865614, 0.9486517, 0.9486442, 0.9486349, 0.9486114, 0.9485775, 0.9485138, 0.94840294, 0.94819885, 0.94784254, 0.9472109, 0.94609725, 0.94410974, 0.940597, 0.9343792, 0.9234162, 0.9041639, 0.8707129, 0.81265265, 0.43721837, 0.1505162, 0.13376124, 0.12926133]
Disc:SJ_FRAAsExecError -> Float32[0.9393016, 0.93930036, 0.9393005, 0.93930066, 0.9393014, 0.93930674, 0.9392977, 0.9393016, 0.9393002, 0.9393071, 0.93929875, 0.93930644, 0.9393008, 0.93929994, 0.9393006, 0.93930227, 0.93929905, 0.93929833, 0.93929493, 0.9392909, 0.9392858, 0.93926936, 0.9392469, 0.9392077, 0.93913025, 0.93899506, 0.9387564, 0.93834245, 0.9375954, 0.93627954, 0.9339569, 0.9298311, 0.92256486, 0.9097726, 0.88742894, 0.84882516, 0.783055, 0.65926605, 0.4883224, 0.5]
Disc:SJ_FRAAsAssignError -> Float32[0.92088, 0.92087954, 0.9208794, 0.92087764, 0.9208812, 0.920878, 0.9208786, 0.9208776, 0.9208809, 0.9208766, 0.9208781, 0.920882, 0.92088103, 0.92088187, 0.92087084, 0.92088306, 0.9208759, 0.9208791, 0.9208784, 0.9208742, 0.9208729, 0.92086494, 0.9208485, 0.9208311, 0.9207914, 0.9207253, 0.92060745, 0.9204029, 0.9200273, 0.91936743, 0.91820055, 0.91612655, 0.9124246, 0.90584236, 0.8940438, 0.8727374, 0.83282214, 0.61301255, 0.15746737, 0.13009687]
Disc:SJ_FRAAsAssessError -> Float32[0.9486603, 0.9486598, 0.94866, 0.9486594, 0.9486596, 0.9486601, 0.94866073, 0.9486655, 0.9486592, 0.94866, 0.9486632, 0.9486595, 0.948659, 0.9486633, 0.9486597, 0.9486609, 0.9486602, 0.9486556, 0.9486522, 0.94864446, 0.9486328, 0.9486169, 0.94858193, 0.948513, 0.9483991, 0.9481999, 0.9478444, 0.9472105, 0.9460916, 0.94410896, 0.9405948, 0.9343804, 0.9234124, 0.90416914, 0.8707112, 0.81264925, 0.43722722, 0.15051353, 0.1337612, 0.12926172]
